#chromosome	arm	band	iscn_start	iscn_stop	bp_start	bp_stop	stain	density	bases
2	p	13.2	4114	4248	72600000	73900000	gpos	50	1300001
2	p	13.2b	4114	4181	72600000	73250000	gpos	50	650001
2	p	13.2a	4182	4248	73250001	73900000	gpos	50	650000
2	p	13.1	4248	4353	73900000	75400000	gneg		1500001
2	p	13.1b	4248	4301	73900000	74650000	gneg		750001
2	p	13.1a	4302	4353	74650001	75400000	gneg		750000
2	p	12	4353	4860	75400000	83700000	gpos	100	8300001
2	p	12i	4353	4409	75400000	76322222	gpos	100	922223
2	p	12h	4410	4466	76322223	77244444	gpos	100	922222
2	p	12g	4467	4522	77244445	78166667	gpos	100	922223
2	p	12f	4523	4578	78166668	79088889	gpos	100	922222
2	p	12e	4579	4635	79088890	80011111	gpos	100	922222
2	p	12d	4636	4691	80011112	80933333	gpos	100	922222
2	p	12c	4692	4747	80933334	81855556	gpos	100	922223
2	p	12b	4748	4804	81855557	82777778	gpos	100	922222
2	p	12a	4805	4860	82777779	83700000	gpos	100	922222
2	p	11	4860	5545	83700000	93300000			9600001
2	p	11.2	4860	5307	83700000	91000000	gneg		7300001
2	p	11.2h	4860	4916	83700000	84612500	gneg		912501
2	p	11.2g	4917	4972	84612501	85525000	gneg		912500
2	p	11.2f	4973	5028	85525001	86437500	gneg		912500
2	p	11.2e	5029	5084	86437501	87350000	gneg		912500
2	p	11.2d	5085	5139	87350001	88262500	gneg		912500
2	p	11.2c	5140	5195	88262501	89175000	gneg		912500
2	p	11.2b	5196	5251	89175001	90087500	gneg		912500
2	p	11.2a	5252	5307	90087501	91000000	gneg		912500
2	p	11.1	5307	5545	91000000	93300000	acen		2300001
2	p	11.1d	5307	5367	91000000	91575000	acen		575001
2	p	11.1c	5368	5426	91575001	92150000	acen		575000
2	p	11.1b	5427	5486	92150001	92725000	acen		575000
2	p	11.1a	5487	5545	92725001	93300000	acen		575000
2	cen		5545	5545	93300000	93300000			1
2	p	10	5545	5545	93300000	93300000			1
2	q		5545	14400	93300000	242951149			149651150
2	q	1	5545	7602	93300000	129600000			36300001
2	q	10	5545	5545	93300000	93300000			1
2	q	11	5545	6022	93300000	102100000			8800001
2	q	11.1	5545	5724	93300000	95700000	acen		2400001
2	q	11.1a	5545	5605	93300000	94100000	acen		800001
2	q	11.1b	5606	5664	94100001	94900000	acen		800000
2	q	11.1c	5665	5724	94900001	95700000	acen		800000
2	q	11.2	5724	6022	95700000	102100000	gneg		6400001
2	q	11.2a	5724	5784	95700000	96980000	gneg		1280001
2	q	11.2b	5785	5843	96980001	98260000	gneg		1280000
2	q	11.2c	5844	5903	98260001	99540000	gneg		1280000
2	q	11.2d	5904	5962	99540001	100820000	gneg		1280000
2	q	11.2e	5963	6022	100820001	102100000	gneg		1280000
2	q	12	6022	6559	102100000	108600000			6500001
2	q	12.1	6022	6261	102100000	105300000	gpos	50	3200001
2	q	12.1a	6022	6082	102100000	102900000	gpos	50	800001
2	q	12.1b	6083	6142	102900001	103700000	gpos	50	800000
2	q	12.1c	6143	6201	103700001	104500000	gpos	50	800000
2	q	12.1d	6202	6261	104500001	105300000	gpos	50	800000
2	q	12.2	6261	6395	105300000	106700000	gneg		1400001
2	q	12.2a	6261	6328	105300000	106000000	gneg		700001
2	q	12.2b	6329	6395	106000001	106700000	gneg		700000
2	q	12.3	6395	6559	106700000	108600000	gpos	25	1900001
2	q	12.3a	6395	6450	106700000	107333333	gpos	25	633334
2	q	12.3b	6451	6504	107333334	107966667	gpos	25	633334
2	q	12.3c	6505	6559	107966668	108600000	gpos	25	633333
2	q	13	6559	6812	108600000	113800000	gneg		5200001
2	q	13a	6559	6622	108600000	109900000	gneg		1300001
2	q	13b	6623	6686	109900001	111200000	gneg		1300000
2	q	13c	6687	6749	111200001	112500000	gneg		1300000
2	q	13d	6750	6812	112500001	113800000	gneg		1300000
2	q	14	6812	7602	113800000	129600000			15800001
2	q	14.1	6812	7036	113800000	118600000	gpos	50	4800001
2	q	14.1a	6812	6868	113800000	115000000	gpos	50	1200001
2	q	14.1b	6869	6924	115000001	116200000	gpos	50	1200000
2	q	14.1c	6925	6980	116200001	117400000	gpos	50	1200000
2	q	14.1d	6981	7036	117400001	118600000	gpos	50	1200000
2	q	14.2	7036	7334	118600000	122100000	gneg		3500001
2	q	14.2a	7036	7096	118600000	119300000	gneg		700001
2	q	14.2b	7097	7155	119300001	120000000	gneg		700000
2	q	14.2c	7156	7215	120000001	120700000	gneg		700000
2	q	14.2d	7216	7274	120700001	121400000	gneg		700000
2	q	14.2e	7275	7334	121400001	122100000	gneg		700000
2	q	14.3	7334	7602	122100000	129600000	gpos	50	7500001
2	q	14.3a	7334	7388	122100000	123600000	gpos	50	1500001
2	q	14.3b	7389	7441	123600001	125100000	gpos	50	1500000
2	q	14.3c	7442	7495	125100001	126600000	gpos	50	1500000
2	q	14.3d	7496	7548	126600001	128100000	gpos	50	1500000
2	q	14.3e	7549	7602	128100001	129600000	gpos	50	1500000
2	q	2	7602	9928	129600000	169500000			39900001
2	q	21	7602	8169	129600000	136600000			7000001
2	q	21.1	7602	7826	129600000	132200000	gneg		2600001
2	q	21.1a	7602	7658	129600000	130250000	gneg		650001
2	q	21.1b	7659	7714	130250001	130900000	gneg		650000
2	q	21.1c	7715	7770	130900001	131550000	gneg		650000
2	q	21.1d	7771	7826	131550001	132200000	gneg		650000
2	q	21.2	7826	8050	132200000	134800000	gpos	25	2600001
2	q	21.2a	7826	7882	132200000	132850000	gpos	25	650001
2	q	21.2b	7883	7938	132850001	133500000	gpos	25	650000
2	q	21.2c	7939	7994	133500001	134150000	gpos	25	650000
2	q	21.2d	7995	8050	134150001	134800000	gpos	25	650000
2	q	21.3	8050	8169	134800000	136600000	gneg		1800001
2	q	21.3a	8050	8110	134800000	135700000	gneg		900001
2	q	21.3b	8111	8169	135700001	136600000	gneg		900000
2	q	22	8169	8646	136600000	148400000			11800001
2	q	22.1	8169	8437	136600000	142400000	gpos	100	5800001
2	q	22.1a	8169	8223	136600000	137760000	gpos	100	1160001
2	q	22.1b	8224	8276	137760001	138920000	gpos	100	1160000
2	q	22.1c	8277	8330	138920001	140080000	gpos	100	1160000
2	q	22.1d	8331	8383	140080001	141240000	gpos	100	1160000
2	q	22.1e	8384	8437	141240001	142400000	gpos	100	1160000
2	q	22.2	8437	8497	142400000	144700000	gneg		2300001
2	q	22.2a	8437	8497	142400000	144700000	gneg		2300001
2	q	22.3	8497	8646	144700000	148400000	gpos	100	3700001
2	q	22.3a	8497	8547	144700000	145933333	gpos	100	1233334
2	q	22.3b	8548	8596	145933334	147166667	gpos	100	1233334
2	q	22.3c	8597	8646	147166668	148400000	gpos	100	1233333
2	q	23	8646	9078	148400000	154600000			6200001
2	q	23.1	8646	8735	148400000	149600000	gneg		1200001
2	q	23.1a	8646	8691	148400000	149000000	gneg		600001
2	q	23.1b	8692	8735	149000001	149600000	gneg		600000
2	q	23.2	8735	8795	149600000	150300000	gpos	25	700001
2	q	23.2a	8735	8795	149600000	150300000	gpos	25	700001
2	q	23.3	8795	9078	150300000	154600000	gneg		4300001
2	q	23.3a	8795	8852	150300000	151160000	gneg		860001
2	q	23.3b	8853	8908	151160001	152020000	gneg		860000
2	q	23.3c	8909	8965	152020001	152880000	gneg		860000
2	q	23.3d	8966	9021	152880001	153740000	gneg		860000
2	q	23.3e	9022	9078	153740001	154600000	gneg		860000
2	q	24	9078	9928	154600000	169500000			14900001
2	q	24.1	9078	9361	154600000	159600000	gpos	75	5000001
2	q	24.1a	9078	9135	154600000	155600000	gpos	75	1000001
2	q	24.1b	9136	9191	155600001	156600000	gpos	75	1000000
2	q	24.1c	9192	9248	156600001	157600000	gpos	75	1000000
2	q	24.1d	9249	9304	157600001	158600000	gpos	75	1000000
2	q	24.1e	9305	9361	158600001	159600000	gpos	75	1000000
2	q	24.2	9361	9585	159600000	163500000	gneg		3900001
2	q	24.2a	9361	9417	159600000	160575000	gneg		975001
2	q	24.2b	9418	9473	160575001	161550000	gneg		975000
2	q	24.2c	9474	9529	161550001	162525000	gneg		975000
2	q	24.2d	9530	9585	162525001	163500000	gneg		975000
2	q	24.3	9585	9928	163500000	169500000	gpos	75	6000001
2	q	24.3a	9585	9642	163500000	164500000	gpos	75	1000001
2	q	24.3b	9643	9699	164500001	165500000	gpos	75	1000000
2	q	24.3c	9700	9756	165500001	166500000	gpos	75	1000000
2	q	24.3d	9757	9814	166500001	167500000	gpos	75	1000000
2	q	24.3e	9815	9871	167500001	168500000	gpos	75	1000000
2	q	24.3f	9872	9928	168500001	169500000	gpos	75	1000000
2	q	3	9928	14400	169500000	242951149			73451150
2	q	31	9928	10733	169500000	182700000			13200001
2	q	31.1	9928	10435	169500000	177700000	gneg		8200001
2	q	31.1a	9928	9984	169500000	170411111	gneg		911112
2	q	31.1b	9985	10041	170411112	171322222	gneg		911111
2	q	31.1c	10042	10097	171322223	172233333	gneg		911111
2	q	31.1d	10098	10153	172233334	173144444	gneg		911111
2	q	31.1e	10154	10210	173144445	174055556	gneg		911112
2	q	31.1f	10211	10266	174055557	174966667	gneg		911111
2	q	31.1g	10267	10322	174966668	175877778	gneg		911111
2	q	31.1h	10323	10379	175877779	176788889	gneg		911111
2	q	31.1i	10380	10435	176788890	177700000	gneg		911111
2	q	31.2	10435	10599	177700000	180400000	gpos	50	2700001
2	q	31.2a	10435	10490	177700000	178600000	gpos	50	900001
2	q	31.2b	10491	10544	178600001	179500000	gpos	50	900000
2	q	31.2c	10545	10599	179500001	180400000	gpos	50	900000
2	q	31.3	10599	10733	180400000	182700000	gneg		2300001
2	q	31.3a	10599	10666	180400000	181550000	gneg		1150001
2	q	31.3b	10667	10733	181550001	182700000	gneg		1150000
2	q	32	10733	11538	182700000	197100000			14400001
2	q	32.1	10733	11091	182700000	189100000	gpos	75	6400001
2	q	32.1a	10733	10793	182700000	183766667	gpos	75	1066668
2	q	32.1b	10794	10852	183766668	184833333	gpos	75	1066666
2	q	32.1c	10853	10912	184833334	185900000	gpos	75	1066667
2	q	32.1d	10913	10972	185900001	186966667	gpos	75	1066667
2	q	32.1e	10973	11031	186966668	188033333	gpos	75	1066666
2	q	32.1f	11032	11091	188033334	189100000	gpos	75	1066667
2	q	32.2	11091	11225	189100000	191600000	gneg		2500001
2	q	32.2a	11091	11158	189100000	190350000	gneg		1250001
2	q	32.2b	11159	11225	190350001	191600000	gneg		1250000
2	q	32.3	11225	11538	191600000	197100000	gpos	75	5500001
2	q	32.3a	11225	11288	191600000	192700000	gpos	75	1100001
2	q	32.3b	11289	11350	192700001	193800000	gpos	75	1100000
2	q	32.3c	11351	11413	193800001	194900000	gpos	75	1100000
2	q	32.3d	11414	11475	194900001	196000000	gpos	75	1100000
2	q	32.3e	11476	11538	196000001	197100000	gpos	75	1100000
2	q	33	11538	12283	197100000	209100000			12000001
2	q	33.1	11538	11925	197100000	203500000	gneg		6400001
2	q	33.1a	11538	11593	197100000	198014286	gneg		914287
2	q	33.1b	11594	11649	198014287	198928571	gneg		914285
2	q	33.1c	11650	11704	198928572	199842857	gneg		914286
2	q	33.1d	11705	11759	199842858	200757143	gneg		914286
2	q	33.1e	11760	11814	200757144	201671429	gneg		914286
2	q	33.1f	11815	11870	201671430	202585714	gneg		914285
2	q	33.1g	11871	11925	202585715	203500000	gneg		914286
2	q	33.2	11925	12060	203500000	205600000	gpos	50	2100001
2	q	33.2a	11925	11993	203500000	204550000	gpos	50	1050001
2	q	33.2b	11994	12060	204550001	205600000	gpos	50	1050000
2	q	33.3	12060	12283	205600000	209100000	gneg		3500001
2	q	33.3a	12060	12116	205600000	206475000	gneg		875001
2	q	33.3b	12117	12172	206475001	207350000	gneg		875000
2	q	33.3c	12173	12227	207350001	208225000	gneg		875000
2	q	33.3d	12228	12283	208225001	209100000	gneg		875000
2	q	34	12283	12641	209100000	215100000	gpos	100	6000001
2	q	34a	12283	12343	209100000	210100000	gpos	100	1000001
2	q	34b	12344	12402	210100001	211100000	gpos	100	1000000
2	q	34c	12403	12462	211100001	212100000	gpos	100	1000000
2	q	34d	12463	12522	212100001	213100000	gpos	100	1000000
2	q	34e	12523	12581	213100001	214100000	gpos	100	1000000
2	q	34f	12582	12641	214100001	215100000	gpos	100	1000000
2	q	35	12641	13014	215100000	221300000	gneg		6200001
2	q	35a	12641	12694	215100000	215985714	gneg		885715
2	q	35b	12695	12748	215985715	216871429	gneg		885715
2	q	35c	12749	12801	216871430	217757143	gneg		885714
2	q	35d	12802	12854	217757144	218642857	gneg		885714
2	q	35e	12855	12907	218642858	219528571	gneg		885714
2	q	35f	12908	12961	219528572	220414286	gneg		885715
2	q	35g	12962	13014	220414287	221300000	gneg		885714
2	q	36	13014	13595	221300000	230700000			9400001
2	q	36.1	13014	13237	221300000	224900000	gpos	75	3600001
2	q	36.1a	13014	13070	221300000	222200000	gpos	75	900001
2	q	36.1b	13071	13126	222200001	223100000	gpos	75	900000
2	q	36.1c	13127	13181	223100001	224000000	gpos	75	900000
2	q	36.1d	13182	13237	224000001	224900000	gpos	75	900000
2	q	36.2	13237	13297	224900000	225800000	gneg		900001
2	q	36.2a	13237	13297	224900000	225800000	gneg		900001
2	q	36.3	13297	13595	225800000	230700000	gpos	100	4900001
2	q	36.3a	13297	13357	225800000	226780000	gpos	100	980001
2	q	36.3b	13358	13416	226780001	227760000	gpos	100	980000
2	q	36.3c	13417	13476	227760001	228740000	gpos	100	980000
2	q	36.3d	13477	13535	228740001	229720000	gpos	100	980000
2	q	36.3e	13536	13595	229720001	230700000	gpos	100	980000
2	q	37	13595	14400	230700000	242951149			12251150
2	q	37.1	13595	13893	230700000	235300000	gneg		4600001
2	q	37.1a	13595	13655	230700000	231620000	gneg		920001
2	q	37.1b	13656	13714	231620001	232540000	gneg		920000
2	q	37.1c	13715	13774	232540001	233460000	gneg		920000
2	q	37.1d	13775	13833	233460001	234380000	gneg		920000
2	q	37.1e	13834	13893	234380001	235300000	gneg		920000
2	q	37.2	13893	13998	235300000	237000000	gpos	50	1700001
2	q	37.2a	13893	13946	235300000	236150000	gpos	50	850001
2	q	37.2b	13947	13998	236150001	237000000	gpos	50	850000
2	q	37.3	13998	14400	237000000	242951149	gneg		5951150
2	q	37.3a	13998	14055	237000000	237850164	gneg		850165
2	q	37.3b	14056	14113	237850165	238700328	gneg		850164
2	q	37.3c	14114	14170	238700329	239550492	gneg		850164
2	q	37.3d	14171	14228	239550493	240400657	gneg		850165
2	q	37.3e	14229	14285	240400658	241250821	gneg		850164
2	q	37.3f	14286	14343	241250822	242100985	gneg		850164
2	q	37.3g	14344	14400	242100986	242951149	gneg		850164
2	q	ter	14400	14401	242951150	242951150			1
3	p	ter	0	1	0	0			1
3	p		0	5266	1	91700000			91700000
3	p	2	0	3676	1	54400000			54400000
3	p	26	0	408	1	8700000			8700000
3	p	26.3	0	175	1	3500000	gpos	50	3500000
3	p	26.3c	0	58	1	1166667	gpos	50	1166667
3	p	26.3b	59	117	1166668	2333334	gpos	50	1166667
3	p	26.3a	118	175	2333335	3500000	gpos	50	1166666
3	p	26.2	175	263	3500000	5500000	gneg		2000001
3	p	26.2b	175	219	3500000	4500000	gneg		1000001
3	p	26.2a	220	263	4500001	5500000	gneg		1000000
3	p	26.1	263	408	5500000	8700000	gpos	50	3200001
3	p	26.1c	263	311	5500000	6566667	gpos	50	1066668
3	p	26.1b	312	360	6566668	7633333	gpos	50	1066666
3	p	26.1a	361	408	7633334	8700000	gpos	50	1066667
3	p	25	408	963	8700000	14700000			6000001
3	p	25.3	408	642	8700000	11500000	gneg		2800001
3	p	25.3d	408	467	8700000	9400000	gneg		700001
3	p	25.3c	468	525	9400001	10100000	gneg		700000
3	p	25.3b	526	584	10100001	10800000	gneg		700000
3	p	25.3a	585	642	10800001	11500000	gneg		700000
3	p	25.2	642	759	11500000	12400000	gpos	25	900001
3	p	25.2b	642	701	11500000	11950000	gpos	25	450001
3	p	25.2a	702	759	11950001	12400000	gpos	25	450000
3	p	25.1	759	963	12400000	14700000	gneg		2300001
3	p	25.1d	759	810	12400000	12975000	gneg		575001
3	p	25.1c	811	861	12975001	13550000	gneg		575000
3	p	25.1b	862	912	13550001	14125000	gneg		575000
3	p	25.1a	913	963	14125001	14700000	gneg		575000
3	p	24	963	1561	14700000	30800000			16100001
3	p	24.3	963	1269	14700000	23800000	gpos	100	9100001
3	p	24.3e	963	1024	14700000	16520000	gpos	100	1820001
3	p	24.3d	1025	1085	16520001	18340000	gpos	100	1820000
3	p	24.3c	1086	1147	18340001	20160000	gpos	100	1820000
3	p	24.3b	1148	1208	20160001	21980000	gpos	100	1820000
3	p	24.3a	1209	1269	21980001	23800000	gpos	100	1820000
3	p	24.2	1269	1357	23800000	26400000	gneg		2600001
3	p	24.2b	1269	1313	23800000	25100000	gneg		1300001
3	p	24.2a	1314	1357	25100001	26400000	gneg		1300000
3	p	24.1	1357	1561	26400000	30800000	gpos	75	4400001
3	p	24.1d	1357	1408	26400000	27500000	gpos	75	1100001
3	p	24.1c	1409	1459	27500001	28600000	gpos	75	1100000
3	p	24.1b	1460	1510	28600001	29700000	gpos	75	1100000
3	p	24.1a	1511	1561	29700001	30800000	gpos	75	1100000
3	p	23	1561	1751	30800000	32100000	gneg		1300001
3	p	23c	1561	1624	30800000	31233333	gneg		433334
3	p	23b	1625	1688	31233334	31666667	gneg		433334
3	p	23a	1689	1751	31666668	32100000	gneg		433333
3	p	22	1751	2188	32100000	43600000			11500001
3	p	22.3	1751	1926	32100000	36500000	gpos	50	4400001
3	p	22.3c	1751	1809	32100000	33566667	gpos	50	1466668
3	p	22.3b	1810	1868	33566668	35033333	gpos	50	1466666
3	p	22.3a	1869	1926	35033334	36500000	gpos	50	1466667
3	p	22.2	1926	2013	36500000	39300000	gneg		2800001
3	p	22.2b	1926	1970	36500000	37900000	gneg		1400001
3	p	22.2a	1971	2013	37900001	39300000	gneg		1400000
3	p	22.1	2013	2188	39300000	43600000	gpos	75	4300001
3	p	22.1c	2013	2071	39300000	40733333	gpos	75	1433334
3	p	22.1b	2072	2130	40733334	42166667	gpos	75	1433334
3	p	22.1a	2131	2188	42166668	43600000	gpos	75	1433333
3	p	21	2188	3676	43600000	54400000			10800001
3	p	21.3	2188	3239	43600000	51400000			7800001
3	p	21.33	2188	2451	43600000	44400000	gneg		800001
3	p	21.33e	2188	2241	43600000	43760000	gneg		160001
3	p	21.33d	2242	2293	43760001	43920000	gneg		160000
3	p	21.33c	2294	2346	43920001	44080000	gneg		160000
3	p	21.33b	2347	2398	44080001	44240000	gneg		160000
3	p	21.33a	2399	2451	44240001	44400000	gneg		160000
3	p	21.32	2451	2626	44400000	44700000	gpos	50	300001
3	p	21.32c	2451	2509	44400000	44500000	gpos	50	100001
3	p	21.32b	2510	2568	44500001	44600000	gpos	50	100000
3	p	21.32a	2569	2626	44600001	44700000	gpos	50	100000
3	p	21.31	2626	3239	44700000	51400000	gneg		6700001
3	p	21.31k	2626	2682	44700000	45309091	gneg		609092
3	p	21.31j	2683	2737	45309092	45918182	gneg		609091
3	p	21.31i	2738	2793	45918183	46527273	gneg		609091
3	p	21.31h	2794	2849	46527274	47136364	gneg		609091
3	p	21.31g	2850	2905	47136365	47745455	gneg		609091
3	p	21.31f	2906	2960	47745456	48354545	gneg		609090
3	p	21.31e	2961	3016	48354546	48963636	gneg		609091
3	p	21.31d	3017	3072	48963637	49572727	gneg		609091
3	p	21.31c	3073	3128	49572728	50181818	gneg		609091
3	p	21.31b	3129	3183	50181819	50790909	gneg		609091
3	p	21.31a	3184	3239	50790910	51400000	gneg		609091
3	p	21.2	3239	3385	51400000	51700000	gpos	25	300001
3	p	21.2c	3239	3288	51400000	51500000	gpos	25	100001
3	p	21.2b	3289	3336	51500001	51600000	gpos	25	100000
3	p	21.2a	3337	3385	51600001	51700000	gpos	25	100000
3	p	21.1	3385	3676	51700000	54400000	gneg		2700001
3	p	21.1e	3385	3443	51700000	52240000	gneg		540001
3	p	21.1d	3444	3501	52240001	52780000	gneg		540000
3	p	21.1c	3502	3560	52780001	53320000	gneg		540000
3	p	21.1b	3561	3618	53320001	53860000	gneg		540000
3	p	21.1a	3619	3676	53860001	54400000	gneg		540000
3	p	1	3676	5266	54400000	91700000			37300001
3	p	14	3676	4362	54400000	71800000			17400001
3	p	14.3	3676	3910	54400000	58500000	gpos	50	4100001
3	p	14.3d	3676	3735	54400000	55425000	gpos	50	1025001
3	p	14.3c	3736	3793	55425001	56450000	gpos	50	1025000
3	p	14.3b	3794	3852	56450001	57475000	gpos	50	1025000
3	p	14.3a	3853	3910	57475001	58500000	gpos	50	1025000
3	p	14.2	3910	4143	58500000	63700000	gneg		5200001
3	p	14.2d	3910	3968	58500000	59800000	gneg		1300001
3	p	14.2c	3969	4027	59800001	61100000	gneg		1300000
3	p	14.2b	4028	4085	61100001	62400000	gneg		1300000
3	p	14.2a	4086	4143	62400001	63700000	gneg		1300000
3	p	14.1	4143	4362	63700000	71800000	gpos	50	8100001
3	p	14.1d	4143	4198	63700000	65725000	gpos	50	2025001
3	p	14.1c	4199	4253	65725001	67750000	gpos	50	2025000
3	p	14.1b	4254	4307	67750001	69775000	gpos	50	2025000
3	p	14.1a	4308	4362	69775001	71800000	gpos	50	2025000
3	p	13	4362	4566	71800000	74200000	gneg		2400001
3	p	13d	4362	4413	71800000	72400000	gneg		600001
3	p	13c	4414	4464	72400001	73000000	gneg		600000
3	p	13b	4465	4515	73000001	73600000	gneg		600000
3	p	13a	4516	4566	73600001	74200000	gneg		600000
3	p	12	4566	5077	74200000	87200000			13000001
3	p	12.3	4566	4814	74200000	81800000	gpos	75	7600001
3	p	12.3d	4566	4628	74200000	76100000	gpos	75	1900001
3	p	12.3c	4629	4690	76100001	78000000	gpos	75	1900000
3	p	12.3b	4691	4752	78000001	79900000	gpos	75	1900000
3	p	12.3a	4753	4814	79900001	81800000	gpos	75	1900000
3	p	12.2	4814	4946	81800000	83700000	gneg		1900001
3	p	12.2b	4814	4880	81800000	82750000	gneg		950001
3	p	12.2a	4881	4946	82750001	83700000	gneg		950000
3	p	12.1	4946	5077	83700000	87200000	gpos	75	3500001
3	p	12.1b	4946	5012	83700000	85450000	gpos	75	1750001
3	p	12.1a	5013	5077	85450001	87200000	gpos	75	1750000
3	p	11	5077	5266	87200000	91700000			4500001
3	p	11.2	5077	5135	87200000	89400000	gneg		2200001
3	p	11.2a	5077	5135	87200000	89400000	gneg		2200001
3	p	11.1	5135	5266	89400000	91700000	acen		2300001
3	p	11.1b	5135	5201	89400000	90550000	acen		1150001
3	p	11.1a	5202	5266	90550001	91700000	acen		1150000
3	cen		5266	5266	91700000	91700000			1
3	p	10	5266	5266	91700000	91700000			1
3	q		5266	11700	91700000	199501827			107801828
3	q	1	5266	7148	91700000	123400000			31700001
3	q	10	5266	5266	91700000	91700000			1
3	q	11	5266	5602	91700000	99800000			8100001
3	q	11.1	5266	5427	91700000	93200000	acen		1500001
3	q	11.1a	5266	5320	91700000	92200000	acen		500001
3	q	11.1b	5321	5373	92200001	92700000	acen		500000
3	q	11.1c	5374	5427	92700001	93200000	acen		500000
3	q	11.2	5427	5602	93200000	99800000	gvar		6600001
3	q	11.2a	5427	5485	93200000	95400000	gvar		2200001
3	q	11.2b	5486	5544	95400001	97600000	gvar		2200000
3	q	11.2c	5545	5602	97600001	99800000	gvar		2200000
3	q	12	5602	5996	99800000	104400000			4600001
3	q	12.1	5602	5762	99800000	101500000	gneg		1700001
3	q	12.1a	5602	5655	99800000	100366667	gneg		566668
3	q	12.1b	5656	5709	100366668	100933333	gneg		566666
3	q	12.1c	5710	5762	100933334	101500000	gneg		566667
